student_id,empathy_markers,problem_solving_language,perseverance_indicators,social_processes,cognitive_processes,positive_sentiment,negative_sentiment,avg_sentence_length,syntactic_complexity,readability_score,word_count,unique_word_count,noun_count,verb_count,adj_count,adv_count,task_completion_rate,time_efficiency,retry_count,recovery_rate,distraction_resistance,focus_duration,collaboration_indicators,leadership_indicators,event_count,empathy_social_interaction,adaptability_flexibility,problem_solving_cognitive,self_regulation_focus,resilience_recovery,communication_expression,collaboration_teamwork,empathy_score,adaptability_score,problem_solving_score,self_regulation_score,resilience_score,communication_score,collaboration_score
student_0441,0.5191348577625704,0.1753686069103065,0.26266573902783186,0.14014045075450318,0.17730094355527037,0.3771771953713426,0.0033775714379211674,7.431974542161427,4.670742610811086,70.0552306790206,209,122,49,45,23,20,0.9502930587584388,1.2348033482191045,1,0.6901602569553781,0.7695090045386941,171.9199398051083,6,1,107,0.0727517929692215,0.21903399309320185,0.031093019475170652,132.2939417397811,0.6901602569553781,0.04601561783530379,0.840842704527019,0.4689313479592778,0.6366134372068318,0.4735801566589103,0.7624543180968326,0.5062538697254775,0.5675408992490099,0.2341865108151882
student_0483,0.19252517781702655,0.36383550059999703,0.1355731263412047,0.5026381252417612,0.5244711848696105,0.15691490147151516,0.06387014763124532,12.585782660790208,1.8868351925308662,55.94272762668823,173,118,43,25,19,9,0.8627883022082143,1.4770500616656916,2,0.7359691003349302,0.7872663246926458,109.86336307993524,9,9,109,0.09677049443978694,0.18354412654094568,0.19082123609730833,86.49172607031433,1.4719382006698605,0.01851595837363879,4.523743127175851,0.3952091068123167,0.6236991057114306,0.5297079657249348,0.6118682948926124,0.5247365983412277,0.5113854481514624,0.3643291715206706
student_0423,0.5209560844968074,0.2779642391875149,0.22634544101240253,0.3105613886271542,0.1698894778622002,0.32715458958063387,0.06634143585039043,13.488356175456612,3.7929560490007175,78.21530276083477,201,129,35,26,23,12,0.9665969950086623,0.30148362263938583,0,0.8244979168215434,0.9327411712353157,194.84814444774736,4,3,119,0.1617888450150936,0.06501218177174597,0.047223199459930636,181.74288646521987,0.0,0.04220294205590177,1.2422455545086168,0.4258796797119261,0.5950756299890906,0.5485541369831977,0.8179798137324307,0.46015749772121994,0.6602038561212058,0.3465846244322446
student_0779,0.07477892700140167,0.2190969919273949,0.5588448380203992,0.43866596470752156,0.5913279243641713,0.5218427497552398,-0.6003693513268288,10.350701599888929,2.892183924684213,65.5744173087807,200,121,41,26,29,10,0.9247550275807412,0.9256653517815621,1,0.5703079029403344,0.7292398010001957,274.83871113041187,9,2,111,0.032802970152863195,0.25038685529383103,0.12955816947086002,200.4233270118918,0.5703079029403344,0.06314297272038402,3.947993682367694,0.30259883473711685,0.5769334389276063,0.636859690738051,0.736940787276246,0.572613381577223,0.6617240656242099,0.35766551514827777
student_0950,0.2881738348704263,0.11152235305439816,0.10186951289102456,0.3365157373652211,0.11593368930542429,0.3070267874446399,-0.3090576558970419,16.628400369408862,3.3732249430379855,85.48510526715704,190,77,38,32,23,21,0.896305920888081,0.3,4,0.6838980173095073,0.7858118683436794,226.49926247752052,4,1,80,0.09697503053078498,0.19197809058751594,0.012929197829618431,177.98580862592584,2.735592069238029,0.023641062633237273,1.3460629494608845,0.4097954578325941,0.5054447174503681,0.423084154939272,0.7137124353703826,0.4182928260715863,0.47268468541364483,0.29399012385008977
student_0335,0.34973434990572005,0.33546094783888003,0.13462023686311153,0.07598627756142248,0.09969672929555481,0.3117558875571745,-0.16340597238169963,5.183699000992494,5.082447619657963,64.33796335747763,202,140,39,29,19,16,0.9566037893465156,1.5947249442129572,6,0.7138564739413493,0.9007861641258624,233.17348676660004,6,1,86,0.026575011384699695,0.09490833135280326,0.03344435930592306,210.03945072033818,4.283138843648096,0.04364582425800442,0.4559176653685349,0.300048619942227,0.704138925472631,0.5729764836579595,0.6898961050518843,0.4484618249887777,0.6801010257596696,0.18615631025271834
student_0577,0.2575375190463321,0.5844102972718348,0.31919781071933445,0.44846173069584017,0.49420678553339753,0.7936980301271583,-0.7403377766693952,13.395057490752171,4.19201641669312,32.782247655114,197,95,32,24,23,15,0.919922032202377,0.5544648309638521,2,0.6760843578049314,0.8557609746365203,272.9297422815818,5,3,99,0.11549572151063099,0.13268865733526242,0.2888195344473308,233.56262226218075,1.3521687156098627,0.07540131286208004,2.242308653479201,0.49738046534107455,0.5260817184527495,0.6398423955878663,0.7509180266072902,0.502360622461786,0.5766992729704828,0.29962647258776776
student_0935,0.17529106997208221,0.40461626590677485,0.435449763740575,0.4326867678562424,0.3261122880055661,0.07518907242754164,-0.7264203618402485,14.964575304963493,2.808739447087271,60.60708575588742,213,127,44,40,21,17,0.841928728255573,0.33951228710322245,3,0.29182896714110673,0.9125228067843814,196.1678028267194,4,2,100,0.07584612650028268,0.07364956203539284,0.13195033623912686,179.00759403616308,0.8754869014233202,0.009549012198297789,1.7307470714249695,0.3215803068358405,0.415817268885556,0.4787573930502042,0.787963665770234,0.368924984020664,0.5449163121998489,0.18983725885901212
student_0568,0.27170217319000567,0.031426297406720205,0.2908978920024542,0.42498727585805046,0.08278471877527988,0.7792645980332182,-0.4022680426963128,8.262850820556588,4.001360404927547,66.23786211993688,172,92,29,29,23,19,0.6259689050516543,0.6150842469117705,4,0.454537331649689,0.8957974085228267,152.0131783385244,6,0,103,0.11546996642873274,0.06522758209051098,0.0026016171929636395,136.17301121696846,1.818149326598756,0.07169234301905608,2.549923655148303,0.3987137374018192,0.48448803141243957,0.34776537944841185,0.7017027407591557,0.39748329816667305,0.6968253142300502,0.2428869832576248
student_0595,0.3066911814390244,0.3600801505110385,0.1622012818812272,0.40590153382527644,0.06961355452597585,0.14805228699093415,-0.6720418358916972,8.536795013281306,3.8765364477933373,64.7392890061754,175,80,38,30,16,12,0.855988063789274,0.6028208399610232,2,0.7004663525819191,0.8525252521659239,126.72803530938171,3,0,106,0.12448642095678616,0.12623662385630222,0.02506645919132177,108.03885025862274,1.4009327051638383,0.011844182959274733,1.2177046014758293,0.3683614576200207,0.48854332377679116,0.46533196283522127,0.7324909335328318,0.40430732523428764,0.5962729348895461,0.29882252919050967
student_0531,0.27673841493821466,0.3340622499196561,0.11947758587093814,0.5289338440089253,0.21475148133935681,0.038087182044572565,-0.5501350572806333,11.971594848519167,5.1256960947822074,76.77732286924598,217,127,40,38,18,13,0.6836571152952813,2.1058589560874172,5,0.30810118875734677,0.9042793187215875,109.5064781649219,4,4,109,0.14637631359820688,0.06544012483689852,0.07174036302980458,99.02444347057597,1.5405059437867339,0.004837072119660716,2.115735376035701,0.3162638189717491,0.56554363068453,0.4769356272829489,0.6654525209869375,0.2726775633899713,0.6078548292455235,0.300638530139828
student_0582,0.4457504855829945,0.16497031625303865,0.4977813250694695,0.24223576954097367,0.11690815356848519,0.29530165368961,-0.49763460760993317,11.052281074330416,2.3342792864930804,76.72764969865358,207,87,42,41,30,19,0.8101839474146882,0.44624903613565176,3,0.6231877182966992,0.5363475462889516,313.0225408912384,5,3,93,0.10797671189845937,0.3756437751761232,0.01928637506675181,167.88887174014874,1.8695631548900975,0.02569124387099607,1.2111788477048684,0.3252764779921946,0.522704867565909,0.37017861120742823,0.5748275420049758,0.5762161183520434,0.46692630565071247,0.2737346948453808
student_0708,0.15601939383489905,0.21432489810933478,0.2647116332660116,0.19567715611812805,0.28614794753529194,0.28856305116537934,-0.24093227239076265,10.794318348971174,3.119504798289105,43.87807523224171,209,104,49,32,22,18,0.9338476528628286,0.3,3,0.5926172147235466,0.6670515236253649,153.84288113617265,10,2,85,0.030529431284887245,0.31092315318670793,0.06132862969969672,102.62112826079988,1.7778516441706396,0.03001055732119945,1.9567715611812806,0.3389930440286716,0.5506517080600176,0.49206079020317367,0.6100954659799961,0.5112663563158668,0.5679037861612832,0.26965836443238633
student_0449,0.32715774615691906,0.5252706323941251,0.035345614946842525,0.3572272860406679,0.11445768394685343,0.7768293218758517,-0.39588381845384013,10.062645188564398,3.0672225710098564,69.32855712832989,200,95,39,24,17,18,0.8632151943978139,1.172857812632785,2,0.6380194086432449,0.9342460812701723,243.61022361478967,3,5,87,0.11686967376681794,0.05675978173878629,0.0601212600291306,227.59189676946764,1.2760388172864898,0.0737987855782059,1.0716818581220036,0.3996088324060859,0.650665036494662,0.4735435737683882,0.826874880710003,0.4842968711325696,0.65932435788291,0.3291443121783253
